Tract_name,id,total,,Hispanic or Latino,,White,,Black or African American,,American Indian and Alaska Native,,Asian,,Native Hawaiian and Other Pacific Islander,,Other Race,,Two or More Races,Non-White,Black or Hispanic
Census Tract 8287.01,8287.01,4071,331,0.0813068,1234,0.3031196,2403,0.5902727,11,0.0027020,21,0.0051584,2,0.0004913,2,0.0004913,67,0.0164579,0.6968804,0.6715795
Census Tract 8287.02,8287.02,4916,399,0.0811635,924,0.1879577,3483,0.7085028,4,0.0008137,7,0.0014239,6,0.0012205,14,0.0028478,79,0.0160700,0.8120423,0.7896664
Census Tract 8288.01,8288.01,4969,612,0.1231636,2415,0.4860133,1718,0.3457436,2,0.0004025,115,0.0231435,0,0.0000000,11,0.0022137,96,0.0193198,0.5139867,0.4689072
Census Tract 8288.02,8288.02,3038,652,0.2146149,1539,0.5065833,791,0.2603687,5,0.0016458,10,0.0032916,0,0.0000000,1,0.0003292,40,0.0131666,0.4934167,0.4749835
Census Tract 8289,8289,3920,2049,0.5227041,540,0.1377551,1254,0.3198980,8,0.0020408,11,0.0028061,4,0.0010204,2,0.0005102,52,0.0132653,0.8622449,0.8426020
Census Tract 8290,8290,1327,84,0.0633007,15,0.0113037,1213,0.9140919,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,15,0.0113037,0.9886963,0.9773926
Census Tract 8291,8291,4144,2787,0.6725386,428,0.1032819,876,0.2113900,9,0.0021718,1,0.0002413,1,0.0002413,2,0.0004826,40,0.0096525,0.8967181,0.8839286
Census Tract 8292,8292,5951,2507,0.4212737,1621,0.2723912,1717,0.2885229,6,0.0010082,7,0.0011763,1,0.0001680,10,0.0016804,82,0.0137792,0.7276088,0.7097967
Census Tract 8293.01,8293.01,3982,750,0.1883476,1605,0.4030638,1523,0.3824711,4,0.0010045,37,0.0092918,2,0.0005023,22,0.0055249,39,0.0097941,0.5969362,0.5708187
Census Tract 8293.02,8293.02,3982,842,0.2114515,373,0.0936715,2683,0.6737820,8,0.0020090,6,0.0015068,0,0.0000000,1,0.0002511,69,0.0173280,0.9063285,0.8852336
Census Tract 8294.01,8294.01,1394,107,0.0767575,21,0.0150646,1247,0.8945481,0,0.0000000,3,0.0021521,0,0.0000000,2,0.0014347,14,0.0100430,0.9849354,0.9713056
Census Tract 8294.02,8294.02,3346,197,0.0588763,1074,0.3209803,1945,0.5812911,3,0.0008966,43,0.0128512,0,0.0000000,6,0.0017932,78,0.0233114,0.6790197,0.6401674
Census Tract 8295,8295,4146,1460,0.3521466,1931,0.4657501,637,0.1536421,5,0.0012060,46,0.0110950,7,0.0016884,5,0.0012060,55,0.0132658,0.5342499,0.5057887
Census Tract 8296,8296,3062,528,0.1724363,2156,0.7041150,267,0.0871979,3,0.0009798,56,0.0182887,0,0.0000000,1,0.0003266,51,0.0166558,0.2958850,0.2596342
Census Tract 8297,8297,4349,259,0.0595539,836,0.1922281,3175,0.7300529,7,0.0016096,18,0.0041389,0,0.0000000,0,0.0000000,54,0.0124166,0.8077719,0.7896068
Census Tract 8298,8298,6820,221,0.0324047,3481,0.5104106,2766,0.4055718,5,0.0007331,160,0.0234604,1,0.0001466,30,0.0043988,156,0.0228739,0.4895894,0.4379765
Census Tract 8299.01,8299.01,8744,299,0.0341949,2589,0.2960887,5501,0.6291171,11,0.0012580,197,0.0225297,1,0.0001144,8,0.0009149,138,0.0157823,0.7039113,0.6633120
Census Tract 8299.02,8299.02,6343,113,0.0178149,938,0.1478796,5135,0.8095538,6,0.0009459,68,0.0107205,1,0.0001577,11,0.0017342,71,0.0111934,0.8521204,0.8273688
Census Tract 8300.01,8300.01,2105,89,0.0422803,1918,0.9111639,67,0.0318290,3,0.0014252,9,0.0042755,0,0.0000000,0,0.0000000,19,0.0090261,0.0888361,0.0741093
Census Tract 8300.03,8300.03,7985,245,0.0306825,333,0.0417032,7194,0.9009393,2,0.0002505,75,0.0093926,2,0.0002505,25,0.0031309,109,0.0136506,0.9582968,0.9316218
Census Tract 8300.04,8300.04,7233,286,0.0395410,853,0.1179317,5845,0.8081018,9,0.0012443,85,0.0117517,4,0.0005530,19,0.0026268,132,0.0182497,0.8820683,0.8476427
Census Tract 8300.05,8300.05,3957,84,0.0212282,962,0.2431135,2754,0.6959818,3,0.0007582,86,0.0217336,0,0.0000000,6,0.0015163,62,0.0156684,0.7568865,0.7172100
Census Tract 8300.06,8300.06,2487,207,0.0832328,792,0.3184560,1391,0.5593084,4,0.0016084,36,0.0144753,0,0.0000000,0,0.0000000,57,0.0229192,0.6815440,0.6425412
Census Tract 8300.07,8300.07,5039,229,0.0454455,717,0.1422901,3925,0.7789244,4,0.0007938,68,0.0134947,4,0.0007938,10,0.0019845,82,0.0162731,0.8577099,0.8243699
Census Tract 8300.08,8300.08,4537,128,0.0282125,393,0.0866211,3867,0.8523253,5,0.0011020,43,0.0094776,3,0.0006612,3,0.0006612,95,0.0209389,0.9133789,0.8805378
Census Tract 8301,8301,3356,209,0.0622765,743,0.2213945,2278,0.6787843,4,0.0011919,26,0.0077473,2,0.0005959,2,0.0005959,92,0.0274136,0.7786055,0.7410608
Census Tract 8302.01,8302.01,5351,215,0.0401794,891,0.1665109,4039,0.7548122,4,0.0007475,33,0.0061671,2,0.0003738,6,0.0011213,161,0.0300878,0.8334891,0.7949916
Census Tract 8302.02,8302.02,3569,230,0.0644438,992,0.2779490,2195,0.6150182,13,0.0036425,24,0.0067246,2,0.0005604,8,0.0022415,105,0.0294200,0.7220510,0.6794620
Census Tract 8303,8303,4748,274,0.0577085,1347,0.2836984,2938,0.6187869,13,0.0027380,33,0.0069503,7,0.0014743,8,0.0016849,128,0.0269587,0.7163016,0.6764954
Census Tract 8304,8304,4453,349,0.0783741,1854,0.4163485,2089,0.4691219,4,0.0008983,20,0.0044914,0,0.0000000,13,0.0029194,124,0.0278464,0.5836515,0.5474961
Census Tract 8305,8305,4660,4506,0.9669528,139,0.0298283,5,0.0010730,5,0.0010730,2,0.0004292,0,0.0000000,0,0.0000000,3,0.0006438,0.9701717,0.9680258
Census Tract 8306,8306,5005,2200,0.4395604,1603,0.3202797,797,0.1592408,7,0.0013986,261,0.0521479,1,0.0001998,5,0.0009990,131,0.0261738,0.6797203,0.5988012
Census Tract 8307,8307,4247,660,0.1554038,1830,0.4308924,1382,0.3254062,31,0.0072993,257,0.0605133,1,0.0002355,6,0.0014128,80,0.0188368,0.5691076,0.4808100
Census Tract 8308,8308,2391,412,0.1723128,1667,0.6971978,93,0.0388959,3,0.0012547,156,0.0652447,0,0.0000000,5,0.0020912,55,0.0230029,0.3028022,0.2112087
Census Tract 8309,8309,2877,1154,0.4011123,1417,0.4925269,113,0.0392770,9,0.0031283,123,0.0427529,1,0.0003476,12,0.0041710,48,0.0166840,0.5074731,0.4403893
Census Tract 8310,8310,2138,189,0.0884004,1732,0.8101029,29,0.0135641,1,0.0004677,146,0.0682881,0,0.0000000,2,0.0009355,39,0.0182413,0.1898971,0.1019645
Census Tract 8311,8311,7453,4495,0.6031128,2306,0.3094056,188,0.0252247,18,0.0024151,336,0.0450825,3,0.0004025,28,0.0037569,79,0.0105998,0.6905944,0.6283376
Census Tract 8312,8312,5021,4593,0.9147580,211,0.0420235,165,0.0328620,3,0.0005975,18,0.0035849,0,0.0000000,3,0.0005975,28,0.0055766,0.9579765,0.9476200
Census Tract 8313,8313,1280,558,0.4359375,36,0.0281250,661,0.5164063,0,0.0000000,18,0.0140625,0,0.0000000,0,0.0000000,7,0.0054688,0.9718750,0.9523438
Census Tract 8314,8314,2964,572,0.1929825,281,0.0948043,1969,0.6643050,10,0.0033738,114,0.0384615,0,0.0000000,0,0.0000000,18,0.0060729,0.9051957,0.8572874
Census Tract 8315,8315,4079,2392,0.5864182,1236,0.3030154,200,0.0490316,3,0.0007355,214,0.0524638,0,0.0000000,4,0.0009806,30,0.0073547,0.6969846,0.6354499
Census Tract 8316,8316,7270,4578,0.6297111,1935,0.2661623,504,0.0693260,14,0.0019257,156,0.0214580,0,0.0000000,18,0.0024759,65,0.0089409,0.7338377,0.6990371
Census Tract 8317,8317,2075,1129,0.5440964,774,0.3730120,34,0.0163855,4,0.0019277,90,0.0433735,0,0.0000000,4,0.0019277,40,0.0192771,0.6269880,0.5604819
Census Tract 8318,8318,6322,1457,0.2304650,2816,0.4454287,302,0.0477697,28,0.0044290,1472,0.2328377,6,0.0009491,27,0.0042708,214,0.0338500,0.5545713,0.2782347
Census Tract 8319,8319,2717,207,0.0761870,2360,0.8686051,34,0.0125138,2,0.0007361,70,0.0257637,0,0.0000000,0,0.0000000,44,0.0161943,0.1313949,0.0887008
Census Tract 8320,8320,1798,135,0.0750834,1491,0.8292547,40,0.0222469,0,0.0000000,96,0.0533927,0,0.0000000,0,0.0000000,36,0.0200222,0.1707453,0.0973304
Census Tract 8321,8321,3297,315,0.0955414,2187,0.6633303,584,0.1771307,3,0.0009099,143,0.0433728,2,0.0006066,2,0.0006066,61,0.0185017,0.3366697,0.2726721
Census Tract 8322,8322,2940,410,0.1394558,2322,0.7897959,47,0.0159864,3,0.0010204,114,0.0387755,0,0.0000000,6,0.0020408,38,0.0129252,0.2102041,0.1554422
Census Tract 8323,8323,1870,332,0.1775401,1349,0.7213904,49,0.0262032,1,0.0005348,112,0.0598930,2,0.0010695,1,0.0005348,24,0.0128342,0.2786096,0.2037433
Census Tract 8324,8324,3181,1495,0.4699780,1391,0.4372839,102,0.0320654,8,0.0025149,123,0.0386671,3,0.0009431,4,0.0012575,55,0.0172902,0.5627161,0.5020434
Census Tract 8325,8325,3606,273,0.0757072,2893,0.8022740,236,0.0654465,3,0.0008319,126,0.0349418,0,0.0000000,6,0.0016639,69,0.0191348,0.1977260,0.1411536
Census Tract 8326,8326,3727,124,0.0332707,3329,0.8932117,85,0.0228065,1,0.0002683,129,0.0346123,2,0.0005366,6,0.0016099,51,0.0136839,0.1067883,0.0560773
Census Tract 8329,8329,2212,189,0.0854430,1321,0.5971971,98,0.0443038,2,0.0009042,547,0.2472875,2,0.0009042,10,0.0045208,43,0.0194394,0.4028029,0.1297468
Census Tract 8330,8330,2768,103,0.0372110,2044,0.7384393,343,0.1239162,5,0.0018064,215,0.0776734,2,0.0007225,4,0.0014451,52,0.0187861,0.2615607,0.1611272
Census Tract 8331,8331,6895,491,0.0712110,4436,0.6433648,1106,0.1604061,7,0.0010152,722,0.1047136,5,0.0007252,7,0.0010152,121,0.0175489,0.3566352,0.2316171
Census Tract 8333,8333,2278,267,0.1172081,1186,0.5206321,120,0.0526778,1,0.0004390,658,0.2888499,0,0.0000000,9,0.0039508,37,0.0162423,0.4793679,0.1698859
Census Tract 8339,8339,2714,1279,0.4712601,43,0.0158438,1367,0.5036846,2,0.0007369,11,0.0040531,0,0.0000000,1,0.0003685,11,0.0040531,0.9841562,0.9749447
Census Tract 8340,8340,3632,54,0.0148678,5,0.0013767,3551,0.9776982,0,0.0000000,1,0.0002753,0,0.0000000,0,0.0000000,21,0.0057819,0.9986233,0.9925661
Census Tract 8342,8342,4944,93,0.0188107,20,0.0040453,4763,0.9633900,14,0.0028317,16,0.0032362,0,0.0000000,1,0.0002023,37,0.0074838,0.9959547,0.9822006
Census Tract 8343,8343,6570,97,0.0147641,63,0.0095890,6275,0.9550989,15,0.0022831,15,0.0022831,4,0.0006088,9,0.0013699,92,0.0140030,0.9904110,0.9698630
Census Tract 8344,8344,3772,88,0.0233298,159,0.0421527,3383,0.8968717,9,0.0023860,22,0.0058324,0,0.0000000,6,0.0015907,105,0.0278367,0.9578473,0.9202015
Census Tract 8345,8345,1475,12,0.0081356,7,0.0047458,1437,0.9742373,1,0.0006780,0,0.0000000,0,0.0000000,0,0.0000000,18,0.0122034,0.9952542,0.9823729
Census Tract 8346,8346,3778,47,0.0124404,26,0.0068819,3671,0.9716781,1,0.0002647,0,0.0000000,0,0.0000000,1,0.0002647,32,0.0084701,0.9931181,0.9841186
Census Tract 8347,8347,2078,41,0.0197305,5,0.0024062,1998,0.9615014,11,0.0052936,1,0.0004812,0,0.0000000,4,0.0019249,18,0.0086622,0.9975938,0.9812320
Census Tract 8348,8348,1953,21,0.0107527,3,0.0015361,1894,0.9697901,4,0.0020481,0,0.0000000,0,0.0000000,1,0.0005120,30,0.0153610,0.9984639,0.9805428
Census Tract 8349,8349,2272,19,0.0083627,18,0.0079225,2201,0.9687500,16,0.0070423,1,0.0004401,0,0.0000000,0,0.0000000,17,0.0074824,0.9920775,0.9771127
Census Tract 8350,8350,5778,1998,0.3457944,121,0.0209415,3597,0.6225337,3,0.0005192,18,0.0031153,0,0.0000000,11,0.0019038,30,0.0051921,0.9790585,0.9683281
Census Tract 8351,8351,5369,4097,0.7630844,137,0.0255169,1096,0.2041348,6,0.0011175,12,0.0022351,0,0.0000000,5,0.0009313,16,0.0029801,0.9744831,0.9672192
Census Tract 8352,8352,2060,1073,0.5208738,891,0.4325243,58,0.0281553,1,0.0004854,29,0.0140777,0,0.0000000,1,0.0004854,7,0.0033981,0.5674757,0.5490291
Census Tract 8355,8355,1677,40,0.0238521,40,0.0238521,1563,0.9320215,0,0.0000000,7,0.0041741,0,0.0000000,0,0.0000000,27,0.0161002,0.9761479,0.9558736
Census Tract 8356,8356,1199,92,0.0767306,7,0.0058382,1088,0.9074229,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,12,0.0100083,0.9941618,0.9841535
Census Tract 8357,8357,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!
Census Tract 8358,8358,1576,30,0.0190355,31,0.0196701,1474,0.9352792,7,0.0044416,2,0.0012690,0,0.0000000,0,0.0000000,32,0.0203046,0.9803299,0.9543147
Census Tract 8359,8359,3271,54,0.0165087,46,0.0140630,3112,0.9513910,1,0.0003057,7,0.0021400,0,0.0000000,3,0.0009172,48,0.0146744,0.9859370,0.9678997
Census Tract 8360,8360,2177,30,0.0137804,53,0.0243454,2046,0.9398254,4,0.0018374,14,0.0064309,0,0.0000000,3,0.0013780,27,0.0124024,0.9756546,0.9536059
Census Tract 8361,8361,1761,21,0.0119250,42,0.0238501,1675,0.9511641,2,0.0011357,4,0.0022714,0,0.0000000,0,0.0000000,17,0.0096536,0.9761499,0.9630892
Census Tract 8362,8362,1529,128,0.0837148,946,0.6187050,73,0.0477436,1,0.0006540,307,0.2007848,0,0.0000000,5,0.0032701,69,0.0451275,0.3812950,0.1314585
Census Tract 8363,8363,1288,47,0.0364907,306,0.2375776,840,0.6521739,0,0.0000000,57,0.0442547,0,0.0000000,3,0.0023292,35,0.0271739,0.7624224,0.6886646
Census Tract 8364,8364,2979,54,0.0181269,88,0.0295401,2751,0.9234642,9,0.0030211,26,0.0087278,0,0.0000000,6,0.0020141,45,0.0151057,0.9704599,0.9415911
Census Tract 8365,8365,1496,10,0.0066845,26,0.0173797,1426,0.9532086,7,0.0046791,6,0.0040107,0,0.0000000,0,0.0000000,21,0.0140374,0.9826203,0.9598930
Census Tract 8366,8366,2997,1475,0.4921588,249,0.0830831,1218,0.4064064,3,0.0010010,24,0.0080080,0,0.0000000,0,0.0000000,28,0.0093427,0.9169169,0.8985652
Census Tract 8367,8367,2397,258,0.1076345,90,0.0375469,2015,0.8406341,1,0.0004172,5,0.0020859,1,0.0004172,0,0.0000000,27,0.0112641,0.9624531,0.9482687
Census Tract 8368,8368,2661,83,0.0311913,90,0.0338219,2451,0.9210823,3,0.0011274,8,0.0030064,0,0.0000000,4,0.0015032,22,0.0082676,0.9661781,0.9522736
Census Tract 8369,8369,1442,99,0.0686546,73,0.0506241,1232,0.8543689,1,0.0006935,9,0.0062413,0,0.0000000,1,0.0006935,27,0.0187240,0.9493759,0.9230236
Census Tract 8370,8370,2085,78,0.0374101,77,0.0369305,1893,0.9079137,5,0.0023981,6,0.0028777,0,0.0000000,4,0.0019185,22,0.0105516,0.9630695,0.9453237
Census Tract 8371,8371,1819,138,0.0758659,127,0.0698186,1511,0.8306762,0,0.0000000,12,0.0065970,0,0.0000000,2,0.0010995,29,0.0159428,0.9301814,0.9065421
Census Tract 8373,8373,2483,116,0.0467177,89,0.0358437,2244,0.9037455,1,0.0004027,21,0.0084575,0,0.0000000,0,0.0000000,12,0.0048329,0.9641563,0.9504631
Census Tract 8374,8374,2279,170,0.0745941,127,0.0557262,1940,0.8512505,4,0.0017552,18,0.0078982,0,0.0000000,4,0.0017552,16,0.0070206,0.9442738,0.9258447
Census Tract 8378,8378,2796,207,0.0740343,305,0.1090844,2120,0.7582260,2,0.0007153,99,0.0354077,3,0.0010730,3,0.0010730,57,0.0203863,0.8909156,0.8322604
Census Tract 8380,8380,2561,199,0.0777040,367,0.1433034,1818,0.7098790,12,0.0046857,109,0.0425615,0,0.0000000,10,0.0039047,46,0.0179617,0.8566966,0.7875830
Census Tract 8381,8381,1713,93,0.0542907,369,0.2154116,838,0.4892002,3,0.0017513,374,0.2183304,4,0.0023351,1,0.0005838,31,0.0180969,0.7845884,0.5434910
Census Tract 8382,8382,1578,316,0.2002535,580,0.3675539,212,0.1343473,4,0.0025349,401,0.2541191,1,0.0006337,2,0.0012674,62,0.0392902,0.6324461,0.3346008
Census Tract 8383,8383,1631,173,0.1060699,419,0.2568976,854,0.5236052,8,0.0049050,153,0.0938075,3,0.0018394,4,0.0024525,17,0.0104231,0.7431024,0.6296750
Census Tract 8386,8386,1598,66,0.0413016,51,0.0319149,1463,0.9155194,2,0.0012516,4,0.0025031,0,0.0000000,0,0.0000000,12,0.0075094,0.9680851,0.9568210
Census Tract 8387,8387,4484,84,0.0187333,24,0.0053524,4329,0.9654326,10,0.0022302,4,0.0008921,0,0.0000000,1,0.0002230,32,0.0071365,0.9946476,0.9841659
Census Tract 8388,8388,3233,1331,0.4116919,116,0.0358800,1729,0.5347974,12,0.0037117,2,0.0006186,0,0.0000000,1,0.0003093,42,0.0129910,0.9641200,0.9464893
Census Tract 8390,8390,7311,450,0.0615511,4696,0.6423198,891,0.1218712,6,0.0008207,1051,0.1437560,5,0.0006839,17,0.0023253,195,0.0266721,0.3576802,0.1834222
Census Tract 8391,8391,4350,379,0.0871264,2541,0.5841379,598,0.1374713,10,0.0022989,704,0.1618391,3,0.0006897,11,0.0025287,104,0.0239080,0.4158621,0.2245977
Census Tract 8392,8392,2545,77,0.0302554,251,0.0986248,1818,0.7143418,15,0.0058939,334,0.1312377,0,0.0000000,0,0.0000000,50,0.0196464,0.9013752,0.7445972
Census Tract 8395,8395,1545,23,0.0148867,169,0.1093851,1246,0.8064725,4,0.0025890,79,0.0511327,0,0.0000000,4,0.0025890,20,0.0129450,0.8906149,0.8213592
Census Tract 8396,8396,1952,64,0.0327869,74,0.0379098,1768,0.9057377,1,0.0005123,18,0.0092213,1,0.0005123,0,0.0000000,26,0.0133197,0.9620902,0.9385246
Census Tract 8397,8397,4326,1778,0.4110032,1676,0.3874249,98,0.0226537,7,0.0016181,706,0.1631993,0,0.0000000,4,0.0009246,57,0.0131761,0.6125751,0.4336570
Census Tract 8398,8398,2730,611,0.2238095,1219,0.4465201,26,0.0095238,3,0.0010989,830,0.3040293,0,0.0000000,8,0.0029304,33,0.0120879,0.5534799,0.2333333
Census Tract 8399,8399,4080,1159,0.2840686,2221,0.5443627,59,0.0144608,9,0.0022059,551,0.1350490,5,0.0012255,2,0.0004902,74,0.0181373,0.4556373,0.2985294
Census Tract 8400,8400,2695,586,0.2174397,1172,0.4348794,30,0.0111317,4,0.0014842,872,0.3235622,0,0.0000000,6,0.0022263,25,0.0092764,0.5651206,0.2285714
Census Tract 8401,8401,2935,371,0.1264055,724,0.2466780,11,0.0037479,0,0.0000000,1804,0.6146508,1,0.0003407,0,0.0000000,24,0.0081772,0.7533220,0.1301533
Census Tract 8402,8402,2338,491,0.2100086,423,0.1809239,51,0.0218135,0,0.0000000,1359,0.5812660,0,0.0000000,0,0.0000000,14,0.0059880,0.8190761,0.2318221
Census Tract 8403,8403,3950,2495,0.6316456,623,0.1577215,86,0.0217722,9,0.0022785,694,0.1756962,0,0.0000000,5,0.0012658,38,0.0096203,0.8422785,0.6534177
Census Tract 8404,8404,3326,1615,0.4855683,593,0.1782922,56,0.0168370,6,0.0018040,1034,0.3108839,0,0.0000000,0,0.0000000,22,0.0066146,0.8217078,0.5024053
Census Tract 8407,8407,4249,3687,0.8677336,231,0.0543657,261,0.0614262,9,0.0021181,35,0.0082372,0,0.0000000,8,0.0018828,18,0.0042363,0.9456343,0.9291598
Census Tract 8408,8408,3716,3638,0.9790097,44,0.0118407,9,0.0024220,0,0.0000000,11,0.0029602,0,0.0000000,5,0.0013455,9,0.0024220,0.9881593,0.9814316
Census Tract 8410,8410,849,39,0.0459364,191,0.2249706,430,0.5064782,0,0.0000000,158,0.1861013,0,0.0000000,2,0.0023557,29,0.0341578,0.7750294,0.5524146
Census Tract 8411,8411,7254,138,0.0190240,334,0.0460436,258,0.0355666,0,0.0000000,6438,0.8875103,1,0.0001379,2,0.0002757,83,0.0114420,0.9539564,0.0545906
Census Tract 8412,8412,5262,4501,0.8553782,494,0.0938807,210,0.0399088,6,0.0011403,17,0.0032307,0,0.0000000,8,0.0015203,26,0.0049411,0.9061193,0.8952870
Census Tract 8413,8413,4463,3732,0.8362088,562,0.1259243,96,0.0215102,7,0.0015685,30,0.0067219,0,0.0000000,1,0.0002241,35,0.0078423,0.8740757,0.8577190
Census Tract 8414,8414,1559,77,0.0493906,25,0.0160359,1446,0.9275176,2,0.0012829,0,0.0000000,0,0.0000000,0,0.0000000,9,0.0057729,0.9839641,0.9769083
Census Tract 8415,8415,2962,81,0.0273464,34,0.0114787,2796,0.9439568,23,0.0077650,2,0.0006752,0,0.0000000,0,0.0000000,26,0.0087779,0.9885213,0.9713032
Census Tract 8416,8416,1166,63,0.0540309,24,0.0205832,1058,0.9073756,0,0.0000000,8,0.0068611,0,0.0000000,0,0.0000000,13,0.0111492,0.9794168,0.9614065
Census Tract 8417,8417,1442,546,0.3786408,47,0.0325936,828,0.5742025,2,0.0013870,3,0.0020804,0,0.0000000,1,0.0006935,15,0.0104022,0.9674064,0.9528433
Census Tract 8418,8418,2505,40,0.0159681,32,0.0127745,2396,0.9564870,7,0.0027944,0,0.0000000,2,0.0007984,0,0.0000000,28,0.0111776,0.9872255,0.9724551
Census Tract 8419,8419,4865,493,0.1013361,2340,0.4809866,796,0.1636177,11,0.0022610,1031,0.2119219,4,0.0008222,17,0.0034943,173,0.0355601,0.5190134,0.2649538
Census Tract 8420,8420,2744,137,0.0499271,961,0.3502187,1058,0.3855685,1,0.0003644,515,0.1876822,2,0.0007289,2,0.0007289,68,0.0247813,0.6497813,0.4354956
Census Tract 8421,8421,6731,2562,0.3806269,146,0.0216907,3949,0.5866885,3,0.0004457,26,0.0038627,1,0.0001486,8,0.0011885,36,0.0053484,0.9783093,0.9673154
Census Tract 8422,8422,2603,135,0.0518632,1205,0.4629274,1007,0.3868613,4,0.0015367,208,0.0799078,0,0.0000000,2,0.0007683,42,0.0161352,0.5370726,0.4387245
Census Tract 8423,8423,3244,349,0.1075832,2091,0.6445746,549,0.1692355,8,0.0024661,166,0.0511714,3,0.0009248,12,0.0036991,66,0.0203453,0.3554254,0.2768187
Census Tract 8424,8424,3304,40,0.0121065,22,0.0066586,3191,0.9657990,6,0.0018160,8,0.0024213,0,0.0000000,0,0.0000000,37,0.0111985,0.9933414,0.9779056
Census Tract 8425,8425,2451,20,0.0081599,7,0.0028560,2401,0.9796002,5,0.0020400,7,0.0028560,0,0.0000000,1,0.0004080,10,0.0040800,0.9971440,0.9877601
Census Tract 8426,8426,4133,1524,0.3687394,2014,0.4872974,149,0.0360513,2,0.0004839,405,0.0979918,0,0.0000000,1,0.0002420,38,0.0091943,0.5127026,0.4047907
Census Tract 8428,8428,7498,6699,0.8934383,581,0.0774873,56,0.0074687,11,0.0014671,125,0.0166711,0,0.0000000,2,0.0002667,24,0.0032009,0.9225127,0.9009069
Census Tract 8429,8429,2341,152,0.0649295,272,0.1161897,1854,0.7919692,1,0.0004272,25,0.0106792,0,0.0000000,2,0.0008543,35,0.0149509,0.8838103,0.8568988
Census Tract 8430,8430,2378,43,0.0180824,1,0.0004205,2315,0.9735071,3,0.0012616,1,0.0004205,0,0.0000000,1,0.0004205,14,0.0058873,0.9995795,0.9915896
Census Tract 8431,8431,1892,57,0.0301268,89,0.0470402,1718,0.9080338,3,0.0015856,12,0.0063425,0,0.0000000,2,0.0010571,11,0.0058140,0.9529598,0.9381607
Census Tract 8432,8432,2780,2352,0.8460432,309,0.1111511,49,0.0176259,4,0.0014388,48,0.0172662,0,0.0000000,1,0.0003597,17,0.0061151,0.8888489,0.8636691
Census Tract 8433,8433,1228,401,0.3265472,44,0.0358306,762,0.6205212,5,0.0040717,10,0.0081433,0,0.0000000,0,0.0000000,6,0.0048860,0.9641694,0.9470684
Census Tract 8434,8434,1451,130,0.0895934,7,0.0048243,1294,0.8917988,7,0.0048243,0,0.0000000,0,0.0000000,1,0.0006892,12,0.0082702,0.9951757,0.9813921
Census Tract 8435,8435,11309,2205,0.1949775,1504,0.1329914,7555,0.6680520,7,0.0006190,19,0.0016801,1,0.0000884,1,0.0000884,17,0.0015032,0.8670086,0.8630294
Census Tract 8436,8436,2807,47,0.0167439,54,0.0192376,2639,0.9401496,3,0.0010688,9,0.0032063,0,0.0000000,1,0.0003563,54,0.0192376,0.9807624,0.9568935
Census Tract 8437,8437,2117,516,0.2437411,1387,0.6551724,93,0.0439301,8,0.0037789,88,0.0415683,1,0.0004724,2,0.0009447,22,0.0103921,0.3448276,0.2876712
Census Tract 8438,8438,2110,380,0.1800948,486,0.2303318,1104,0.5232227,9,0.0042654,107,0.0507109,0,0.0000000,0,0.0000000,24,0.0113744,0.7696682,0.7033175
Census Tract 8439,8439,3533,63,0.0178319,119,0.0336824,3246,0.9187659,13,0.0036796,40,0.0113218,0,0.0000000,10,0.0028305,42,0.0118879,0.9663176,0.9365978
Census Tract 9800,9800,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!
Census Tract 9801,9801,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!
